num,char,slug,clip,clip_f,clip_en,clip_en_f,lang,text
109,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_066.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_066.mp3,,ko,🎉 축하해! 이 + 강화에 성공했어. 능력치가 % 상승!
110,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_067.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_067.mp3,,ko,에 탑승. 함선 성능 올라갔어.
111,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_068.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_068.mp3,,ko,팔았어. ₡ 들어왔다. 잘 썼네.
112,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_069.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_069.mp3,,ko,으로 이름 바꿨어. 새 출발이네.
113,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_070.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_070.mp3,,ko,기함 변경. 주의해서 타.
114,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_071.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_071.mp3,,ko,창고 칸으로 확장.
115,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_072.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_072.mp3,,ko,이제 최대야!
116,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_073.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_073.mp3,,ko,다음 확장은 더 비싸질 거야.
117,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_074.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_074.mp3,,ko,샀어. 정비소 → 파츠 → 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 + 늘어나.
118,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_075.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_075.mp3,,ko,장착! /척 완료. 전 함선 장착하면 순간이동 가능해.
119,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_076.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_076.mp3,,ko,합류! 은 하선했어.
120,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_077.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_077.mp3,,ko,전설 영웅 등장! 대박이야!
121,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_078.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_078.mp3,,ko,전설급이야! 대박!
122,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_079.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_079.mp3,,ko,영웅급 크루 영입!
123,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_080.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_080.mp3,,ko,크루 영입 완료. 함선에 탑승시켜봐.
124,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_081.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_081.mp3,,ko,상업 레벨 . 세금 ₡ 들어온다.
125,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_082.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_082.mp3,,ko,가 합류하려 해! 전설급이야. 교체할 크루를 골라봐.
126,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_083.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_083.mp3,,ko,가 합류했어! 전설급이야. 함선에 태워봐.
127,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_084.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_084.mp3,,ko,세트 아이템이야! . 세트 완성하면 추가 보너스가 붙어.
128,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_085.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_085.mp3,,ko,전설 파츠야! . 상점에서는 못 사는 거야.
129,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_086.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_086.mp3,,ko,퀘스트 보상 지급. 크레딧.
130,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_087.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_087.mp3,,ko,레벨 보너스 ×배!
131,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_088.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_088.mp3,,ko,발견!
132,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_089.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_089.mp3,,ko,전설급이네. 대박이다.
133,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_090.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_090.mp3,,ko,꽤 좋은 파츠야.
134,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_091.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_091.mp3,,ko,회수 완료. 함대에 추가됐어.
135,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_092.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_092.mp3,,ko,대박! 이야. 능력치 +% 상승!
136,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_093.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_093.mp3,,ko,아쉽지만 이 나왔어. 다시 도전해봐.
137,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_094.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_094.mp3,,ko,완성! .
138,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_095.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_095.mp3,,ko,완성! 정비소 파츠창 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 + 늘어나.
139,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_096.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_096.mp3,,ko,함선 완성! 이야. 편대 확인해봐!
140,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_097.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_097.mp3,,ko,완성. .
141,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_098.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_098.mp3,,ko,탑승. 이제 그 함선 1.2배 강해졌어.
142,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_099.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_099.mp3,,ko,지구는 봉쇄됐어. ACT 3에 도달해야 진입할 수 있어!
143,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_100.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_100.mp3,,ko,항로에서 뭔가 잡혔어. 조심해.
144,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_101.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_101.mp3,,ko,⚠️ 이 행성은 아직 해금되지 않았어. 해적을 퇴치해야 시설을 이용할 수 있어!
145,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_102.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_102.mp3,,ko,에서 퀘스트 클리어하면 설계도가 5% 확률로 드랍돼. 도전해봐!
146,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_103.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_103.mp3,,ko,/개. 이 행성 상점에서 살 수 있어. 제작에 필요해.
147,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_104.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_104.mp3,,ko,은 산지야. 상점에서 구할 수 있어. 제작소 재료로 쓰여.
148,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_105.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_105.mp3,,ko,지구는 자유야. 이제부터는 새로운 시대 — 별들이 우리의 친구야. 자유롭게 항해해도 좋아.
149,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_106.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_106.mp3,,ko,메가 충전 완료! 다시 빠르게 진행해 봐.
150,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_107.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_107.mp3,,ko,맥스 치트 적용! 모든 게 풀렸어 — 즐겁게 플레이해!
151,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_108.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_108.mp3,,ko,응? 뭔가 물어봐야 대답하지.
152,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_109.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_109.mp3,,ko,크레딧 거의 없어. 무역이나 퀘스트로 충전해.
153,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_110.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_110.mp3,,ko,해적들이 강해졌어. 조심해.
154,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_111.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_111.mp3,,ko,해적이 더 강해졌다. 파츠 업그레이드해.
155,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_112.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_112.mp3,,ko,해적 전투력 최대치. 최고 장비 갖춰.
156,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_113.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_113.mp3,,ko,같은 자리에 너무 오래 있으면 해적들이 냄새 맡는다. 다음 턴엔 이동해.
157,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_114.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_114.mp3,,ko,간신히 따돌렸어. 항로 주의해.
158,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_115.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_115.mp3,,ko,겨우 빠져나왔어. 빨리 이 구역 떠나자.
159,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_116.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_116.mp3,,ko,도망쳤어. 다음엔 일찍 움직여.
160,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_117.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_117.mp3,,ko,전 함대 워프 엔진 장착 완료! 이제 은하계 어디든 순간이동할 수 있어. 은하계 경로 열어봐!
161,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_118.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_118.mp3,,ko,영입 거절. 현재 크루 유지.
162,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_119.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_119.mp3,,ko,보이드 크리스탈이야! 우르사 메이저 보스전 진입 재료. 이걸로 한 번 더 도전 가능!
163,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_120.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_120.mp3,,ko,전설 동료 영입 거절. 현재 크루 유지.
164,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_121.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_121.mp3,,ko,잔해 신호 듣고 해적들이 추가로 몰려왔다! 조심해.
165,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_122.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_122.mp3,,ko,탐색 시작. 잔해 구역 접근 중.
166,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_123.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_123.mp3,,ko,이번엔 없네. 다시 탐색해봐.
167,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_124.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_124.mp3,,ko,이번엔 별다른 게 없네. 다시 시도해봐.
168,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_125.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_125.mp3,,ko,잔해 탐색 완료. 퀘스트 보상 받아.
169,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_126.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_126.mp3,,ko,소문 하나 — 전설의 영웅 이 에서 목격됐대요. 그 행성 퀘스트를 진행하면 만날 수 있을 거예요!
170,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_127.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_127.mp3,,ko,잔해 일부 발견. 계속 탐색해야 해.
171,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_128.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_128.mp3,,ko,목적지 도착. 퀘스트 탭에서 보상 받아.
172,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_129.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_129.mp3,,ko,빌려줄게. 빨리 갚아.
173,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_130.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_130.mp3,,ko,제작 중이야... 잠깐만 기다려.
174,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_131.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_131.mp3,,ko,매수 의뢰 보고 완료. 보상 받으러 가자.
175,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_132.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_132.mp3,,ko,입찰 경쟁에서 졌어. 더 높게 써야 했는데.
176,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_133.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_133.mp3,,ko,통행세 내고 무사 통과! 안전이 최우선이지~
177,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_134.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_134.mp3,,ko,"소행성대 돌파야! 방향키나 마우스로 회피, Shift로 레이저, Ctrl로 미사일! 50초 버텨!"
178,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_135.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_135.mp3,,ko,블랙홀로 가는 진입로는 치크스 행성 근처에서만 열려. 치크스 행성이나 그 인접 행성으로 이동한 뒤 다시 시도해.
179,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_136.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_136.mp3,,ko,저긴 은하 중심의 블랙홀... 먼저 지구를 해방해야 실마리가 잡힐 거야.
180,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_137.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_137.mp3,,ko,지구다... 우르사 메이저가 우리를 기다리고 있어. 모든 화력 준비!
181,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_138.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_138.mp3,,ko,지구다... 우르사 메이저가 기다린다. 모든 화력 준비!
182,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_139.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_139.mp3,,ko,이 구역은 지구 저항군 지역이야. 상점에서 난중일기 영인본 구입하면 이순신 영입 가능해.
183,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_140.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_140.mp3,,ko,난중일기 있어. 이 행성에 이순신이 있으면 영입 가능해.
184,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_141.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_141.mp3,,ko,한발 물러섰어. 충분히 강해진 후 다시 도전해도 돼.
185,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_142.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_142.mp3,,ko,통행료 냈어. 자존심은 상하지만 함선은 멀쩡하잖아. 다음엔 박살내자.
186,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_143.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_143.mp3,,ko,도망쳤어. 다음엔 더 강해진 다음에 부딪치자.
187,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_144.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_144.mp3,,ko,학익진이다! 함대가 양 날개로 포위! 적을 가운데로 몰아넣어. 화력 3배 폭격!
188,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_145.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_145.mp3,,ko,아인슈타인의 상대성 이론! 시간축이 휘어진다! 적은 한 번 맞는데 우린 네 번 친다.
189,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_146.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_146.mp3,,ko,테슬라의 전자기 초공간! 함선 무기가 번개로 변했어! 폭딜의 시작!
190,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_147.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_147.mp3,,ko,제네시스 임펙트! 영웅들의 의지가 한 점에 모였어! 적은 시공간에서 사라진다.
191,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_148.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_148.mp3,,ko,데스티네이션 어스!! 8명 영웅의 의지 + 100년 봉쇄를 깬 인류의 분노! 화력 10배! 적은 사라진다 — 우주의 정의를 보여줘!
192,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_149.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_149.mp3,,ko,보이드 페이즈 강제 해금됨. 제타 레티쿨리로 이동해서 광장 → 제독 의뢰 확인해봐!
193,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_150.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_150.mp3,,ko,보이드가 마지막 시험을 위해 ✦ 보이드의 창을 남겼어. 정비소에서 함선에 장착해 — 최종 결전에서 1대씩 즉시 파괴 가능해.
194,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_151.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_151.mp3,,ko,"보이드가 인류 역사상 가장 위대한 5척을 깨워냈어! 능력치는 동일, HP는 두 배. 우리 전술이 답이다 — 일점사부터!"
195,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_152.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_152.mp3,,ko,"8인의 전설이 모두 모였어요, 사령관! 이제 지구로 향할 준비가 됐습니다."
196,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_153.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_153.mp3,,ko,백구의 일기
197,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_154.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_154.mp3,,ko,백구
198,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_155.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_155.mp3,,ko,거북선이다! 이순신의 그 함선! 지구 해방 보스전 입장 조건 충족이야!
199,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_156.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_156.mp3,,ko,세 단편이 하나로! 이건 그냥 거북선이 아니야 — 불멸의 거북선이라고! 우르사 메이저도 이걸 보면 떨걸.
200,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_157.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_157.mp3,,ko,이동 완료. 다음 목표 정해.
201,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_158.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_158.mp3,,ko,워프 성공.
202,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_159.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_159.mp3,,ko,이겼어. 당연한 거 아닌가.
203,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_160.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_160.mp3,,ko,크레딧 벌었다.
204,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_161.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_161.mp3,,ko,졌어. 다시 해.
205,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_162.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_162.mp3,,ko,포기하면 안 돼.
206,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_163.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_163.mp3,,ko,영웅 등급! 쓸만하겠는데.
207,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_164.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_164.mp3,,ko,전설 등급이다!
208,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_165.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_165.mp3,,ko,크레딧 부족해. 무역해.
209,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_166.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_166.mp3,,ko,내가 경고했잖아. 싸워!
210,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_001.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_001.mp3,,ko,"[옛 지구의 언어] …이곳이. 얼마나, 흘렀느냐."
211,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_002.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_002.mp3,,ko,"100년이라. 내 전술이 적의 방패가 되어, 그 긴 세월 동료들을 막았다는 것이냐. …나를 깨운 자가 사령관인가. 빚을 졌다."
212,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_003.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_003.mp3,,ko,무기와 장갑이 함께 봉인돼 있었다. 가져가시오 — 내 손은 이미 그대의 손이 되었으니.
213,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_004.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_004.mp3,,ko,"패배는 한 번으로 족하다. 두 번은, 내가 허락하지 않는다."
214,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_005.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_005.mp3,,ko,"아이젠클로… 나를 봉인한 손이 저자였군. 내 검을 적의 방패로 삼다니. 다음 단계에서, 반드시 거둘 빚이다."
215,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_006.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_006.mp3,,ko,"흩어진 칼이 모이면 진형이 된다. 다음 계획을 세우자, 사령관."
216,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_007.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_007.mp3,,ko,"동쪽 항로 주파수… 벙커존 지하. 저항군 암호 채널이다. 내가 봉인되기 전, 함께 싸운 전우들의 후예가 그 기지를 지키고 있어."
217,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_008.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_008.mp3,,ko,외톨이로 100년을 버텼다면 — 그래서 더 강한 거다.
218,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_009.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_009.mp3,,ko,"크리그에서 빼낸 물자를 들고 가면, 우리를 믿어줄 거다."
219,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_010.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_010.mp3,,ko,"당신들이 살아있었군. 오래, 기다렸겠소."
220,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_011.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_011.mp3,,ko,내부에 침투했군. 보급망을 손에 쥐고 물자를 빼돌리고 있어.
221,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_012.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_012.mp3,,ko,코르넬리우스. 아우레우스 기업이 크리그에 기술 설계도를 팔고 있다면… 단순한 이윤이 아니다. 생체 병기 설계도가 그 손을 거쳐 넘어간 거야.
222,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_013.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_013.mp3,,ko,"증거 없이 아우레우스를 적으로 돌려선 안 된다. 먼저, 확인한다."
223,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_014.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_014.mp3,,ko,광개토. 그 이름이 낯설지 않군. 당신 상선이 경매 시장의 모든 기록을 쥐고 있다는 것도.
224,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_015.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_015.mp3,,ko,"거북선 — 내가 옛 지구에서, 가장 절박했던 전쟁에서 만든 함선이야. 현대 재료로 재현하면 크리그 요새를 정면 돌파할 수 있어."
225,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_016.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_016.mp3,,ko,메카니카 기어월드. 그곳에 장영실이라는 기술자가 있어. 옛 지구의 명장 장영실의 기술 DNA를 이어받은 복제 기술자야.
226,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_017.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_017.mp3,,ko,그를 데려와야 해. 거북선은 그 없이는 완성할 수 없어.
227,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_018.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_018.mp3,,ko,그분의 설계도를 갖고 왔소.
228,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_019.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_019.mp3,,ko,필요한 건 뭐든 구해 오겠소.
229,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_020.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_020.mp3,,ko,타이탄H… 그리고 그 너머에 — 지구.
230,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_021.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_021.mp3,,ko,"사령관. 다음 방향은 타이탄H다. 연대를 공식화하고, 저항군 반물질을 확보한다."
231,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_022.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_022.mp3,,ko,"저항군 반물질 ×25, 은하 혼돈 결정 ×15, 수퍼비아 중력자 ×10, 크리그 마그마 코어 ×8. 모두 모으면 — 거북선이 깨어난다."
232,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_023.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_023.mp3,,ko,"아이젠클로… 내 전술로 우리를 막겠지. 허나 제 검의 약점은, 그 검을 벼린 자가 가장 잘 아는 법이다."
233,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_024.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_024.mp3,,ko,"사령관, 다음 항로로. 아이젠클로를 쫓아 — 마침내, 거북선을 완성한다."
234,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_025.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_025.mp3,,ko,"아이젠콕에서 달아났던 그 자가, 여기 숨어 있었군."
235,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_026.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_026.mp3,,ko,"둘 다 잡는다. 아이젠클로 추격, 그리고 마그마 코어."
236,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_027.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_027.mp3,,ko,"정면 공격은 안 된다. 반란군 채널로, 내부에 스며든다."
237,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_028.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_028.mp3,,ko,우리가 원하는 건 수퍼비아 중력자. 채굴 독점 허가가 필요하다.
238,이순신,yisunsin,02_Assets/audio/voice/yisunsin/yisunsin_029.mp3,,02_Assets/audio/voice_en/yisunsin/yisunsin_029.mp3,,ko,은하 혼돈 결정. 보이드 균열에서만 나오는 자원이다.
