num,character,char_slug,emotion,text,input_text,filename
125,백구,baekgu,[matter-of-fact],{nm} 상업 레벨 {lv}. 세금 ₡{tax} 들어온다.,[matter-of-fact] {nm} 상업 레벨 {lv}. 세금 ₡{tax} 들어온다.,125_baekgu.mp3
126,백구,baekgu,[matter-of-fact],{nm}가 합류하려 해! 전설급이야. 교체할 크루를 골라봐.,[matter-of-fact] {nm}가 합류하려 해! 전설급이야. 교체할 크루를 골라봐.,126_baekgu.mp3
127,백구,baekgu,[matter-of-fact],{nm}가 합류했어! 전설급이야. 함선에 태워봐.,[matter-of-fact] {nm}가 합류했어! 전설급이야. 함선에 태워봐.,127_baekgu.mp3
128,백구,baekgu,[matter-of-fact],세트 아이템이야! {nm}. 세트 완성하면 추가 보너스가 붙어.,[matter-of-fact] 세트 아이템이야! {nm}. 세트 완성하면 추가 보너스가 붙어.,128_baekgu.mp3
129,백구,baekgu,[matter-of-fact],전설 파츠야! {nm}. 상점에서는 못 사는 거야.,[matter-of-fact] 전설 파츠야! {nm}. 상점에서는 못 사는 거야.,129_baekgu.mp3
130,백구,baekgu,[matter-of-fact],퀘스트 보상 지급. {cr} 크레딧{bonus}.,[matter-of-fact] 퀘스트 보상 지급. {cr} 크레딧{bonus}.,130_baekgu.mp3
131,백구,baekgu,[matter-of-fact][excited],. 레벨 보너스 ×{mult}배!,[matter-of-fact][excited] . 레벨 보너스 ×{mult}배!,131_baekgu.mp3
132,백구,baekgu,[matter-of-fact],{nm} 발견! {quality},[matter-of-fact] {nm} 발견! {quality},132_baekgu.mp3
133,백구,baekgu,[matter-of-fact],전설급이네. 대박이다.,[matter-of-fact] 전설급이네. 대박이다.,133_baekgu.mp3
134,백구,baekgu,[matter-of-fact],꽤 좋은 파츠야.,[matter-of-fact] 꽤 좋은 파츠야.,134_baekgu.mp3
135,백구,baekgu,[matter-of-fact],{nm} 회수 완료. 함대에 추가됐어.,[matter-of-fact] {nm} 회수 완료. 함대에 추가됐어.,135_baekgu.mp3
136,백구,baekgu,[matter-of-fact][excited],대박! {label}이야. 능력치 +{pct}% 상승!,[matter-of-fact][excited] 대박! {label}이야. 능력치 +{pct}% 상승!,136_baekgu.mp3
137,백구,baekgu,[matter-of-fact],아쉽지만 {label}이 나왔어. 다시 도전해봐.,[matter-of-fact] 아쉽지만 {label}이 나왔어. 다시 도전해봐.,137_baekgu.mp3
138,백구,baekgu,[matter-of-fact],{nm} 완성! {label}.,[matter-of-fact] {nm} 완성! {label}.,138_baekgu.mp3
139,백구,baekgu,[matter-of-fact],{nm} 완성! 정비소 파츠창 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 +{bonus} 늘어나.,[matter-of-fact] {nm} 완성! 정비소 파츠창 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 +{bonus} 늘어나.,139_baekgu.mp3
140,백구,baekgu,[matter-of-fact][excited],함선 완성! {label}이야. 편대 확인해봐!,[matter-of-fact][excited] 함선 완성! {label}이야. 편대 확인해봐!,140_baekgu.mp3
141,백구,baekgu,[matter-of-fact],{nm} 완성. {label}.,[matter-of-fact] {nm} 완성. {label}.,141_baekgu.mp3
142,백구,baekgu,[matter-of-fact],{nm} 탑승. 이제 그 함선 1.2배 강해졌어.,[matter-of-fact] {nm} 탑승. 이제 그 함선 1.2배 강해졌어.,142_baekgu.mp3
143,백구,baekgu,[matter-of-fact],지구는 봉쇄됐어. ACT 3에 도달해야 진입할 수 있어! (현재 ACT {act}),[matter-of-fact] 지구는 봉쇄됐어. ACT 3에 도달해야 진입할 수 있어! (현재 ACT {act}),143_baekgu.mp3
144,백구,baekgu,[matter-of-fact],항로에서 뭔가 잡혔어. 조심해.,[matter-of-fact] 항로에서 뭔가 잡혔어. 조심해.,144_baekgu.mp3
145,백구,baekgu,[matter-of-fact][excited],⚠️ 이 행성은 아직 해금되지 않았어. 해적을 퇴치해야 시설을 이용할 수 있어!,[matter-of-fact][excited] ⚠️ 이 행성은 아직 해금되지 않았어. 해적을 퇴치해야 시설을 이용할 수 있어!,145_baekgu.mp3
146,백구,baekgu,[matter-of-fact][excited],{nm}에서 퀘스트 클리어하면 {bp} 설계도가 5% 확률로 드랍돼. 도전해봐!,[matter-of-fact][excited] {nm}에서 퀘스트 클리어하면 {bp} 설계도가 5% 확률로 드랍돼. 도전해봐!,146_baekgu.mp3
147,백구,baekgu,[matter-of-fact],{mat} {have}/{need}개. 이 행성 상점에서 살 수 있어. {bp} 제작에 필요해.,[matter-of-fact] {mat} {have}/{need}개. 이 행성 상점에서 살 수 있어. {bp} 제작에 필요해.,147_baekgu.mp3
148,백구,baekgu,[matter-of-fact],{nm}은 {mat} 산지야. 상점에서 구할 수 있어. 제작소 재료로 쓰여.,[matter-of-fact] {nm}은 {mat} 산지야. 상점에서 구할 수 있어. 제작소 재료로 쓰여.,148_baekgu.mp3
149,백구,baekgu,[matter-of-fact],"{nm}, 지구는 자유야. 이제부터는 새로운 시대 — 별들이 우리의 친구야. 자유롭게 항해해도 좋아.","[matter-of-fact] {nm}, 지구는 자유야. 이제부터는 새로운 시대 — 별들이 우리의 친구야. 자유롭게 항해해도 좋아.",149_baekgu.mp3
150,백구,baekgu,[matter-of-fact],"{nm}, 메가 충전 완료! 다시 빠르게 진행해 봐.","[matter-of-fact] {nm}, 메가 충전 완료! 다시 빠르게 진행해 봐.",150_baekgu.mp3
151,백구,baekgu,[matter-of-fact][excited],"{nm}, 맥스 치트 적용! 모든 게 풀렸어 — 즐겁게 플레이해!","[matter-of-fact][excited] {nm}, 맥스 치트 적용! 모든 게 풀렸어 — 즐겁게 플레이해!",151_baekgu.mp3
152,백구,baekgu,[matter-of-fact],응? 뭔가 물어봐야 대답하지.,[matter-of-fact] 응? 뭔가 물어봐야 대답하지.,152_baekgu.mp3
153,백구,baekgu,[matter-of-fact],크레딧 거의 없어. 무역이나 퀘스트로 충전해.,[matter-of-fact] 크레딧 거의 없어. 무역이나 퀘스트로 충전해.,153_baekgu.mp3
154,백구,baekgu,[matter-of-fact],해적들이 강해졌어. 조심해.,[matter-of-fact] 해적들이 강해졌어. 조심해.,154_baekgu.mp3
155,백구,baekgu,[matter-of-fact],해적이 더 강해졌다. 파츠 업그레이드해.,[matter-of-fact] 해적이 더 강해졌다. 파츠 업그레이드해.,155_baekgu.mp3
156,백구,baekgu,[matter-of-fact],해적 전투력 최대치. 최고 장비 갖춰.,[matter-of-fact] 해적 전투력 최대치. 최고 장비 갖춰.,156_baekgu.mp3
157,백구,baekgu,[matter-of-fact],같은 자리에 너무 오래 있으면 해적들이 냄새 맡는다. 다음 턴엔 이동해.,[matter-of-fact] 같은 자리에 너무 오래 있으면 해적들이 냄새 맡는다. 다음 턴엔 이동해.,157_baekgu.mp3
158,백구,baekgu,[matter-of-fact],간신히 따돌렸어. 항로 주의해.,[matter-of-fact] 간신히 따돌렸어. 항로 주의해.,158_baekgu.mp3
159,백구,baekgu,[matter-of-fact],겨우 빠져나왔어. 빨리 이 구역 떠나자.,[matter-of-fact] 겨우 빠져나왔어. 빨리 이 구역 떠나자.,159_baekgu.mp3
160,백구,baekgu,[matter-of-fact],도망쳤어. 다음엔 일찍 움직여.,[matter-of-fact] 도망쳤어. 다음엔 일찍 움직여.,160_baekgu.mp3
161,백구,baekgu,[matter-of-fact][excited],전 함대 워프 엔진 장착 완료! 이제 은하계 어디든 순간이동할 수 있어. 은하계 경로 열어봐!,[matter-of-fact][excited] 전 함대 워프 엔진 장착 완료! 이제 은하계 어디든 순간이동할 수 있어. 은하계 경로 열어봐!,161_baekgu.mp3
162,백구,baekgu,[matter-of-fact],영입 거절. 현재 크루 유지.,[matter-of-fact] 영입 거절. 현재 크루 유지.,162_baekgu.mp3
163,백구,baekgu,[matter-of-fact][excited],보이드 크리스탈이야! 우르사 메이저 보스전 진입 재료. 이걸로 한 번 더 도전 가능!,[matter-of-fact][excited] 보이드 크리스탈이야! 우르사 메이저 보스전 진입 재료. 이걸로 한 번 더 도전 가능!,163_baekgu.mp3
164,백구,baekgu,[matter-of-fact],전설 동료 영입 거절. 현재 크루 유지.,[matter-of-fact] 전설 동료 영입 거절. 현재 크루 유지.,164_baekgu.mp3
165,백구,baekgu,[matter-of-fact],잔해 신호 듣고 해적들이 추가로 몰려왔다! 조심해.,[matter-of-fact] 잔해 신호 듣고 해적들이 추가로 몰려왔다! 조심해.,165_baekgu.mp3
166,백구,baekgu,[matter-of-fact],탐색 시작. 잔해 구역 접근 중.,[matter-of-fact] 탐색 시작. 잔해 구역 접근 중.,166_baekgu.mp3
167,백구,baekgu,[matter-of-fact],이번엔 없네. 다시 탐색해봐.,[matter-of-fact] 이번엔 없네. 다시 탐색해봐.,167_baekgu.mp3
168,백구,baekgu,[matter-of-fact],이번엔 별다른 게 없네. 다시 시도해봐.,[matter-of-fact] 이번엔 별다른 게 없네. 다시 시도해봐.,168_baekgu.mp3
169,백구,baekgu,[matter-of-fact],잔해 탐색 완료. 퀘스트 보상 받아.,[matter-of-fact] 잔해 탐색 완료. 퀘스트 보상 받아.,169_baekgu.mp3
170,백구,baekgu,[matter-of-fact][excited],소문 하나 — 전설의 영웅 {hero}이(가) {planet}(링 {ring})에서 목격됐대요. 그 행성 퀘스트를 진행하면 만날 수 있을 거예요!,[matter-of-fact][excited] 소문 하나 — 전설의 영웅 {hero}이(가) {planet}(링 {ring})에서 목격됐대요. 그 행성 퀘스트를 진행하면 만날 수 있을 거예요!,170_baekgu.mp3
171,백구,baekgu,[matter-of-fact],잔해 일부 발견. 계속 탐색해야 해.,[matter-of-fact] 잔해 일부 발견. 계속 탐색해야 해.,171_baekgu.mp3
172,백구,baekgu,[matter-of-fact],목적지 도착. 퀘스트 탭에서 보상 받아.,[matter-of-fact] 목적지 도착. 퀘스트 탭에서 보상 받아.,172_baekgu.mp3
173,백구,baekgu,[matter-of-fact],빌려줄게. 빨리 갚아.,[matter-of-fact] 빌려줄게. 빨리 갚아.,173_baekgu.mp3
174,백구,baekgu,[matter-of-fact][hesitant],제작 중이야... 잠깐만 기다려.,[matter-of-fact][hesitant] 제작 중이야... 잠깐만 기다려.,174_baekgu.mp3
175,백구,baekgu,[matter-of-fact],매수 의뢰 보고 완료. 보상 받으러 가자.,[matter-of-fact] 매수 의뢰 보고 완료. 보상 받으러 가자.,175_baekgu.mp3
176,백구,baekgu,[matter-of-fact],입찰 경쟁에서 졌어. 더 높게 써야 했는데.,[matter-of-fact] 입찰 경쟁에서 졌어. 더 높게 써야 했는데.,176_baekgu.mp3
177,백구,baekgu,[matter-of-fact],통행세 내고 무사 통과! 안전이 최우선이지~,[matter-of-fact] 통행세 내고 무사 통과! 안전이 최우선이지~,177_baekgu.mp3
178,백구,baekgu,[matter-of-fact][excited],"소행성대 돌파야! 방향키나 마우스로 회피, Shift로 레이저, Ctrl로 미사일! 50초 버텨!","[matter-of-fact][excited] 소행성대 돌파야! 방향키나 마우스로 회피, Shift로 레이저, Ctrl로 미사일! 50초 버텨!",178_baekgu.mp3
179,백구,baekgu,[matter-of-fact],블랙홀로 가는 진입로는 치크스(적대) 행성 근처에서만 열려. 치크스 행성이나 그 인접 행성으로 이동한 뒤 다시 시도해.,[matter-of-fact] 블랙홀로 가는 진입로는 치크스(적대) 행성 근처에서만 열려. 치크스 행성이나 그 인접 행성으로 이동한 뒤 다시 시도해.,179_baekgu.mp3
180,백구,baekgu,[matter-of-fact][hesitant],저긴 은하 중심의 블랙홀... 먼저 지구를 해방(우르사 메이저 격파)해야 실마리가 잡힐 거야.,[matter-of-fact][hesitant] 저긴 은하 중심의 블랙홀... 먼저 지구를 해방(우르사 메이저 격파)해야 실마리가 잡힐 거야.,180_baekgu.mp3
181,백구,baekgu,[matter-of-fact][excited][hesitant],지구다... 우르사 메이저가 우리를 기다리고 있어. 모든 화력 준비!,[matter-of-fact][excited][hesitant] 지구다... 우르사 메이저가 우리를 기다리고 있어. 모든 화력 준비!,181_baekgu.mp3
182,백구,baekgu,[matter-of-fact][excited],지구는 봉쇄됐어. ACT 3에 도달해야 진입할 수 있어!,[matter-of-fact][excited] 지구는 봉쇄됐어. ACT 3에 도달해야 진입할 수 있어!,182_baekgu.mp3
183,백구,baekgu,[matter-of-fact][excited][hesitant],지구다... 우르사 메이저가 기다린다. 모든 화력 준비!,[matter-of-fact][excited][hesitant] 지구다... 우르사 메이저가 기다린다. 모든 화력 준비!,183_baekgu.mp3
184,백구,baekgu,[matter-of-fact],이 구역은 지구 저항군 지역이야. 상점에서 난중일기 영인본 구입하면 이순신 영입 가능해.,[matter-of-fact] 이 구역은 지구 저항군 지역이야. 상점에서 난중일기 영인본 구입하면 이순신 영입 가능해.,184_baekgu.mp3
185,백구,baekgu,[matter-of-fact],난중일기 있어. 이 행성에 이순신이 있으면 영입 가능해.,[matter-of-fact] 난중일기 있어. 이 행성에 이순신이 있으면 영입 가능해.,185_baekgu.mp3
186,백구,baekgu,[matter-of-fact],한발 물러섰어. 충분히 강해진 후 다시 도전해도 돼.,[matter-of-fact] 한발 물러섰어. 충분히 강해진 후 다시 도전해도 돼.,186_baekgu.mp3
187,백구,baekgu,[matter-of-fact],통행료 냈어. 자존심은 상하지만 함선은 멀쩡하잖아. 다음엔 박살내자.,[matter-of-fact] 통행료 냈어. 자존심은 상하지만 함선은 멀쩡하잖아. 다음엔 박살내자.,187_baekgu.mp3
188,백구,baekgu,[matter-of-fact],도망쳤어. 다음엔 더 강해진 다음에 부딪치자.,[matter-of-fact] 도망쳤어. 다음엔 더 강해진 다음에 부딪치자.,188_baekgu.mp3
189,백구,baekgu,[matter-of-fact][excited],학익진이다! 함대가 양 날개로 포위! 적을 가운데로 몰아넣어. 화력 3배 폭격!,[matter-of-fact][excited] 학익진이다! 함대가 양 날개로 포위! 적을 가운데로 몰아넣어. 화력 3배 폭격!,189_baekgu.mp3
190,백구,baekgu,[matter-of-fact],아인슈타인의 상대성 이론! 시간축이 휘어진다! 적은 한 번 맞는데 우린 네 번 친다.,[matter-of-fact] 아인슈타인의 상대성 이론! 시간축이 휘어진다! 적은 한 번 맞는데 우린 네 번 친다.,190_baekgu.mp3
191,백구,baekgu,[matter-of-fact][excited],테슬라의 전자기 초공간! 함선 무기가 번개로 변했어! 폭딜의 시작!,[matter-of-fact][excited] 테슬라의 전자기 초공간! 함선 무기가 번개로 변했어! 폭딜의 시작!,191_baekgu.mp3
192,백구,baekgu,[matter-of-fact],제네시스 임펙트! 영웅들의 의지가 한 점에 모였어! 적은 시공간에서 사라진다.,[matter-of-fact] 제네시스 임펙트! 영웅들의 의지가 한 점에 모였어! 적은 시공간에서 사라진다.,192_baekgu.mp3
193,백구,baekgu,[matter-of-fact][excited],데스티네이션 어스!! 8명 영웅의 의지 + 100년 봉쇄를 깬 인류의 분노! 화력 10배! 적은 사라진다 — 우주의 정의를 보여줘!,[matter-of-fact][excited] 데스티네이션 어스!! 8명 영웅의 의지 + 100년 봉쇄를 깬 인류의 분노! 화력 10배! 적은 사라진다 — 우주의 정의를 보여줘!,193_baekgu.mp3
194,백구,baekgu,[matter-of-fact][excited],보이드 페이즈 강제 해금됨. 제타 레티쿨리(P30)로 이동해서 광장 → 제독 의뢰 확인해봐!,[matter-of-fact][excited] 보이드 페이즈 강제 해금됨. 제타 레티쿨리(P30)로 이동해서 광장 → 제독 의뢰 확인해봐!,194_baekgu.mp3
195,백구,baekgu,[matter-of-fact],보이드가 마지막 시험을 위해 ✦ 보이드의 창을 남겼어. 정비소에서 함선에 장착해 — 최종 결전에서 1대씩 즉시 파괴 가능해.,[matter-of-fact] 보이드가 마지막 시험을 위해 ✦ 보이드의 창을 남겼어. 정비소에서 함선에 장착해 — 최종 결전에서 1대씩 즉시 파괴 가능해.,195_baekgu.mp3
196,백구,baekgu,[matter-of-fact][excited],"보이드가 인류 역사상 가장 위대한 5척을 깨워냈어! 능력치는 동일, HP는 두 배. 우리 전술이 답이다 — 일점사부터!","[matter-of-fact][excited] 보이드가 인류 역사상 가장 위대한 5척을 깨워냈어! 능력치는 동일, HP는 두 배. 우리 전술이 답이다 — 일점사부터!",196_baekgu.mp3
197,백구,baekgu,[matter-of-fact],"8인의 전설이 모두 모였어요, 사령관! 이제 지구로 향할 준비가 됐습니다.","[matter-of-fact] 8인의 전설이 모두 모였어요, 사령관! 이제 지구로 향할 준비가 됐습니다.",197_baekgu.mp3
198,백구,baekgu,[matter-of-fact],백구의 일기,[matter-of-fact] 백구의 일기,198_baekgu.mp3
199,백구,baekgu,[matter-of-fact],백구,[matter-of-fact] 백구,199_baekgu.mp3
200,백구,baekgu,[matter-of-fact][excited],거북선이다! 이순신의 그 함선! 지구 해방 보스전 입장 조건 충족이야!,[matter-of-fact][excited] 거북선이다! 이순신의 그 함선! 지구 해방 보스전 입장 조건 충족이야!,200_baekgu.mp3
201,백구,baekgu,[matter-of-fact],세 단편이 하나로! 이건 그냥 거북선이 아니야 — 불멸의 거북선이라고! 우르사 메이저도 이걸 보면 떨걸.,[matter-of-fact] 세 단편이 하나로! 이건 그냥 거북선이 아니야 — 불멸의 거북선이라고! 우르사 메이저도 이걸 보면 떨걸.,201_baekgu.mp3
202,백구,baekgu,[matter-of-fact],이동 완료. 다음 목표 정해.,[matter-of-fact] 이동 완료. 다음 목표 정해.,202_baekgu.mp3
203,백구,baekgu,[matter-of-fact],워프 성공.,[matter-of-fact] 워프 성공.,203_baekgu.mp3
204,백구,baekgu,[matter-of-fact],이겼어. 당연한 거 아닌가.,[matter-of-fact] 이겼어. 당연한 거 아닌가.,204_baekgu.mp3
205,백구,baekgu,[matter-of-fact],크레딧 벌었다.,[matter-of-fact] 크레딧 벌었다.,205_baekgu.mp3
206,백구,baekgu,[matter-of-fact],졌어. 다시 해.,[matter-of-fact] 졌어. 다시 해.,206_baekgu.mp3
207,백구,baekgu,[matter-of-fact],포기하면 안 돼.,[matter-of-fact] 포기하면 안 돼.,207_baekgu.mp3
208,백구,baekgu,[matter-of-fact],영웅 등급! 쓸만하겠는데.,[matter-of-fact] 영웅 등급! 쓸만하겠는데.,208_baekgu.mp3
209,백구,baekgu,[matter-of-fact][excited],전설 등급이다!,[matter-of-fact][excited] 전설 등급이다!,209_baekgu.mp3
210,백구,baekgu,[matter-of-fact],크레딧 부족해. 무역해.,[matter-of-fact] 크레딧 부족해. 무역해.,210_baekgu.mp3
211,백구,baekgu,[matter-of-fact][excited],내가 경고했잖아. 싸워!,[matter-of-fact][excited] 내가 경고했잖아. 싸워!,211_baekgu.mp3
212,이순신,yisunsin,[solemn][hesitant],"[옛 지구의 언어] …이곳이. 얼마나, 흘렀느냐.","[solemn][hesitant] [옛 지구의 언어] …이곳이. 얼마나, 흘렀느냐.",212_yisunsin.mp3
213,이순신,yisunsin,[solemn][hesitant],"100년이라. 내 전술이 적의 방패가 되어, 그 긴 세월 동료들을 막았다는 것이냐. (눈을 뜨며) …나를 깨운 자가 {사령관}인가. 빚을 졌다.","[solemn][hesitant] 100년이라. 내 전술이 적의 방패가 되어, 그 긴 세월 동료들을 막았다는 것이냐. (눈을 뜨며) …나를 깨운 자가 {사령관}인가. 빚을 졌다.",213_yisunsin.mp3
214,이순신,yisunsin,[solemn],무기와 장갑이 함께 봉인돼 있었다. 가져가시오 — 내 손은 이미 그대의 손이 되었으니.,[solemn] 무기와 장갑이 함께 봉인돼 있었다. 가져가시오 — 내 손은 이미 그대의 손이 되었으니.,214_yisunsin.mp3
215,이순신,yisunsin,[solemn][hesitant],"…패배는 한 번으로 족하다. 두 번은, 내가 허락하지 않는다.","[solemn][hesitant] …패배는 한 번으로 족하다. 두 번은, 내가 허락하지 않는다.",215_yisunsin.mp3
216,이순신,yisunsin,[solemn][hesitant],"아이젠클로… 나를 봉인한 손이 저자였군. 내 검을 적의 방패로 삼다니. (조용히) 다음 단계에서, 반드시 거둘 빚이다.","[solemn][hesitant] 아이젠클로… 나를 봉인한 손이 저자였군. 내 검을 적의 방패로 삼다니. (조용히) 다음 단계에서, 반드시 거둘 빚이다.",216_yisunsin.mp3
217,이순신,yisunsin,[solemn],"흩어진 칼이 모이면 진형이 된다. 다음 계획을 세우자, {사령관}.","[solemn] 흩어진 칼이 모이면 진형이 된다. 다음 계획을 세우자, {사령관}.",217_yisunsin.mp3
218,이순신,yisunsin,[solemn][hesitant],"동쪽 항로 주파수… 벙커존 지하. 저항군 암호 채널이다. 내가 봉인되기 전, 함께 싸운 전우들의 후예가 그 기지를 지키고 있어.","[solemn][hesitant] 동쪽 항로 주파수… 벙커존 지하. 저항군 암호 채널이다. 내가 봉인되기 전, 함께 싸운 전우들의 후예가 그 기지를 지키고 있어.",218_yisunsin.mp3
219,이순신,yisunsin,[solemn],외톨이로 100년을 버텼다면 — 그래서 더 강한 거다.,[solemn] 외톨이로 100년을 버텼다면 — 그래서 더 강한 거다.,219_yisunsin.mp3
220,이순신,yisunsin,[solemn][hesitant],"…크리그에서 빼낸 물자를 들고 가면, 우리를 믿어줄 거다.","[solemn][hesitant] …크리그에서 빼낸 물자를 들고 가면, 우리를 믿어줄 거다.",220_yisunsin.mp3
221,이순신,yisunsin,[solemn],"(조용히) 당신들이 살아있었군. 오래, 기다렸겠소.","[solemn] (조용히) 당신들이 살아있었군. 오래, 기다렸겠소.",221_yisunsin.mp3
222,이순신,yisunsin,[solemn],내부에 침투했군. 보급망을 손에 쥐고 물자를 빼돌리고 있어.,[solemn] 내부에 침투했군. 보급망을 손에 쥐고 물자를 빼돌리고 있어.,222_yisunsin.mp3
223,이순신,yisunsin,[solemn][hesitant],코르넬리우스. 아우레우스 기업이 크리그에 기술 설계도를 팔고 있다면… 단순한 이윤이 아니다. 생체 병기 설계도가 그 손을 거쳐 넘어간 거야.,[solemn][hesitant] 코르넬리우스. 아우레우스 기업이 크리그에 기술 설계도를 팔고 있다면… 단순한 이윤이 아니다. 생체 병기 설계도가 그 손을 거쳐 넘어간 거야.,223_yisunsin.mp3
224,이순신,yisunsin,[solemn],"증거 없이 아우레우스를 적으로 돌려선 안 된다. 먼저, 확인한다.","[solemn] 증거 없이 아우레우스를 적으로 돌려선 안 된다. 먼저, 확인한다.",224_yisunsin.mp3
225,이순신,yisunsin,[solemn][hesitant],(낮게) …광개토. 그 이름이 낯설지 않군. 당신 상선이 경매 시장의 모든 기록을 쥐고 있다는 것도.,[solemn][hesitant] (낮게) …광개토. 그 이름이 낯설지 않군. 당신 상선이 경매 시장의 모든 기록을 쥐고 있다는 것도.,225_yisunsin.mp3
226,이순신,yisunsin,[solemn],"거북선 — 내가 옛 지구에서, 가장 절박했던 전쟁에서 만든 함선이야. 현대 재료로 재현하면 크리그 요새를 정면 돌파할 수 있어.","[solemn] 거북선 — 내가 옛 지구에서, 가장 절박했던 전쟁에서 만든 함선이야. 현대 재료로 재현하면 크리그 요새를 정면 돌파할 수 있어.",226_yisunsin.mp3
227,이순신,yisunsin,[solemn],메카니카 기어월드. 그곳에 장영실이라는 기술자가 있어. 옛 지구의 명장 장영실의 기술 DNA를 이어받은 복제 기술자야.,[solemn] 메카니카 기어월드. 그곳에 장영실이라는 기술자가 있어. 옛 지구의 명장 장영실의 기술 DNA를 이어받은 복제 기술자야.,227_yisunsin.mp3
228,이순신,yisunsin,[solemn],그를 데려와야 해. 거북선은 그 없이는 완성할 수 없어.,[solemn] 그를 데려와야 해. 거북선은 그 없이는 완성할 수 없어.,228_yisunsin.mp3
229,이순신,yisunsin,[solemn],그분의 설계도를 갖고 왔소.,[solemn] 그분의 설계도를 갖고 왔소.,229_yisunsin.mp3
230,이순신,yisunsin,[solemn],필요한 건 뭐든 구해 오겠소.,[solemn] 필요한 건 뭐든 구해 오겠소.,230_yisunsin.mp3
231,이순신,yisunsin,[solemn][hesitant],타이탄H… 그리고 그 너머에 — 지구.,[solemn][hesitant] 타이탄H… 그리고 그 너머에 — 지구.,231_yisunsin.mp3
232,이순신,yisunsin,[solemn],"{사령관}. 다음 방향은 타이탄H다. 연대를 공식화하고, 저항군 반물질을 확보한다.","[solemn] {사령관}. 다음 방향은 타이탄H다. 연대를 공식화하고, 저항군 반물질을 확보한다.",232_yisunsin.mp3
233,이순신,yisunsin,[solemn],"저항군 반물질 ×25, 은하 혼돈 결정 ×15, 수퍼비아 중력자 ×10, 크리그 마그마 코어 ×8. 모두 모으면 — 거북선이 깨어난다.","[solemn] 저항군 반물질 ×25, 은하 혼돈 결정 ×15, 수퍼비아 중력자 ×10, 크리그 마그마 코어 ×8. 모두 모으면 — 거북선이 깨어난다.",233_yisunsin.mp3
234,이순신,yisunsin,[solemn][hesitant],"아이젠클로… 내 전술로 우리를 막겠지. 허나 제 검의 약점은, 그 검을 벼린 자가 가장 잘 아는 법이다.","[solemn][hesitant] 아이젠클로… 내 전술로 우리를 막겠지. 허나 제 검의 약점은, 그 검을 벼린 자가 가장 잘 아는 법이다.",234_yisunsin.mp3
235,이순신,yisunsin,[solemn],"{사령관}, 다음 항로로. 아이젠클로를 쫓아 — 마침내, 거북선을 완성한다.","[solemn] {사령관}, 다음 항로로. 아이젠클로를 쫓아 — 마침내, 거북선을 완성한다.",235_yisunsin.mp3
236,이순신,yisunsin,[solemn],"아이젠콕에서 달아났던 그 자가, 여기 숨어 있었군.","[solemn] 아이젠콕에서 달아났던 그 자가, 여기 숨어 있었군.",236_yisunsin.mp3
237,이순신,yisunsin,[solemn],"둘 다 잡는다. 아이젠클로 추격, 그리고 마그마 코어.","[solemn] 둘 다 잡는다. 아이젠클로 추격, 그리고 마그마 코어.",237_yisunsin.mp3
238,이순신,yisunsin,[solemn],"정면 공격은 안 된다. 반란군 채널로, 내부에 스며든다.","[solemn] 정면 공격은 안 된다. 반란군 채널로, 내부에 스며든다.",238_yisunsin.mp3
239,이순신,yisunsin,[solemn],우리가 원하는 건 수퍼비아 중력자. 채굴 독점 허가가 필요하다.,[solemn] 우리가 원하는 건 수퍼비아 중력자. 채굴 독점 허가가 필요하다.,239_yisunsin.mp3
240,이순신,yisunsin,[solemn],은하 혼돈 결정. 보이드 균열에서만 나오는 자원이다.,[solemn] 은하 혼돈 결정. 보이드 균열에서만 나오는 자원이다.,240_yisunsin.mp3
241,이순신,yisunsin,[solemn],두 마리 토끼다. 간다.,[solemn] 두 마리 토끼다. 간다.,241_yisunsin.mp3
242,이순신,yisunsin,[solemn],들어간다.,[solemn] 들어간다.,242_yisunsin.mp3
243,이순신,yisunsin,[solemn][curious],우리는 저항군과 함께 아이젠클로와 싸우고 있어요. 당신이 이휘소 박사인가요?,[solemn][curious] 우리는 저항군과 함께 아이젠클로와 싸우고 있어요. 당신이 이휘소 박사인가요?,243_yisunsin.mp3
244,이순신,yisunsin,[solemn][hesitant],"…드디어. 400년을 기다린 배가, 오늘 깨어난다.","[solemn][hesitant] …드디어. 400년을 기다린 배가, 오늘 깨어난다.",244_yisunsin.mp3
245,이순신,yisunsin,[solemn][hesitant],"빅토리… 옛 지구 최후의 대해전, 그 기함이군.","[solemn][hesitant] 빅토리… 옛 지구 최후의 대해전, 그 기함이군.",245_yisunsin.mp3
246,이순신,yisunsin,[solemn],넬슨 제독. 나는 이순신이오.,[solemn] 넬슨 제독. 나는 이순신이오.,246_yisunsin.mp3
247,이순신,yisunsin,[solemn],"학익진과 그대의 대해전 진형 — 두 바다의 전술을 하나로 묶으면, 우르사도 막을 수 없을 거요.","[solemn] 학익진과 그대의 대해전 진형 — 두 바다의 전술을 하나로 묶으면, 우르사도 막을 수 없을 거요.",247_yisunsin.mp3
